,Tweets,Score
1026,Thanks for the recent follow Happy to connect happy  have a great Thursday..24,1
852,Thanks for being top engaged community members this week happy  Want this.1,1
1381,Beyond sad unhappy ,0
1572,trop retard sad ,0
1971,I miss London already unhappy ,0
1520,My salary reminds me of the weekends,0
59,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1
1305,I need Cue something that would make me smile....I'll be waiting...:( ,0
991,there're time shinhwa do/did something,1
793,This is great to hear Joanna! happy  We're so pleased you've had a good experience.,1
327,Here's the full art for both Glyph Keeper and his mummy token. For those interested they will be hitting ebay tonig,1
925, papa bird? I hope year oldu don't mind? Because I want to stay with year old,1
1387,Aw goodnight angel! I love you lots and I hope you're going to have the best tiame and a lot of fun!! Wonho's already am,0
511,Share the love: thanks for being top new followers this week happy.1,1
621,You nailed it!!!!! Brought tears to my eyes,1
1100, I know. happy,1
1197,Ahhhhh! You recognized LOGAN!!! Cinemax shows have a BAD track record for getting cancelled unhappy ,0
1155,Yes! With subtitles only happy,1
80,Just win at weekend and it will be a late gift,1
2054,not applicablengarag not applicable this unhappy  ill find more wonu pictures soon alxmdkcsnx ,0
576,Another great day out in Westhoughton,1
2012,I'm staying here in SA unhappy ,0
2295,i want more orientation unhappy ,0
1352,my braces hurt unhappy ,0
1515,well that's terrible unhappy ,0
1659, shameful business :(Stop paying giant corporations for foods you just don't need.... wake up people plea ,0
1795,Wth why did 4/20 have to happen during the Easter holidays it's one of the best days in Leeds unhappy ,0
330,Welcome happy,1
1966,I understand that look sad ,0
419, you've got the message happy,1
1965,why can't dogs just live forever unhappy ,0
2138,Sorry for being tired on stream. Will get some sleep and try be more fun tomorrow. Just wasn't feeling it tonight guys. Not,0
1140,Give away Random RT! for a chance to win a 10USD iTunes or GP gift card! Winner will be selected in a few minutes happy,1
1033,I think I've finally figured out the tattoo I'm getting in August :D,1
126,Kiera's Quest: Awakenings (Kiera's Quest  Book 1),1
1553,exactly same in was thinking.. unhappy  ,0
1456,How can I set an alarm for 9am and snooze it until 12 unhappy ,0
1079,Dumbing down of popular entertainment is an important issue.,1
1296,I want to drink with cigarettes unhappy ,0
1525,I'm slow unhappy  ,0
1221, the application is Kana Kanji Funtime! Sadly,0
1061,thanks happy.1,1
1311,Feel so fucking shit today unhappy ,0
1125,I would say quite a lot...but hey,1
1732,excuse me i don%27t see my nama unhappy ,0
301,soon :' I need you so much crying with joy  {} I need you kaswa :',1
101,mutual: let's talk more!me: for sure!mutual:  happy  me:,1
390, coming soon to a screen near you.,1
1699, didn't get a chance to say hi unhappy ,0
379,And GST is the brain child of our Modiji happy  Perfect!,1
1012,If you can send me a DM with your postcode I can check a few of your local stores. Look forward to your reply happy  - Nathan 2/2,1
1323,EDM pleaseeeeeeeee   unhappy ,0
1876,can just see the edge creeping in unhappy  ,0
929,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via.2,1
2177,beauty ,0
2198,Must Feel Like Shit When Men Can Stare Down The Barrel Of A Bong As They Spend Their Kid's Milk Money unhappy ,0
1485,But I no have round ass crying  ,0
2238,I don't want to adult today.. it's my birthday unhappy ,0
954,Issa Throwback. happy,1
205,i am if you're still looking for one happy,1
1962,Definitely my arms unhappy  .13,0
1095,Dude,1
1332,Her back unhappy  .1,0
317,You better check this out,1
1424,HAPPY BIRTHDAY KATRIKA  I miss you though unhappy  miss having you in our group and all haih  anyway,0
178, Look at this happy,1
2014,Umma why you do this crying ,0
797, I can't wait to actually see a copy smile,1
1645,Who to bring to MB man unhappy ,0
1115,You are welcome happy,1
866,Indeed,1
524,Close up of the animation 3I will post the second part soon! happy,1
1579,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.4,0
2206,Bring back the ginger curls =(,0
1215,instant message so jealous okay unhappy  but never mind haha bruno can wait finals first,0
2266,Back at it again with the matemticas unhappy ,0
2231,me want please unhappy ,0
935,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy.2,1
1904,I miss you Levi unhappy ,0
319,Ummm announced a new show in Buffalo! He should ask to be an opener! happy,1
1519,So right! Sir Rob loves to torture us unhappy ,0
1848,Definitely my arms unhappy  .6,0
288,Everyone from getting punched :D,1
726,That would be a great trick happy.2,1
157,First attempts of bird photography. :-)Passer domesticus. How surprising. wink,1
122, wifi,1
1796,hakyeon turns 27 soon oh my god no he's still a baby unhappy ,0
2258, and I can't believe customer service just goes ,0
57,Theres only one thing I want to change about you . Your Last Name happy  ALDUBOnly,1
102,I got TH will add sim ant as a possible thanks happy,1
100,rt  quote with your name for a calligraphy of it happy  i'll try my best to make it pretty!! non mutuals/mutuals (ifb) fl,1
1008,Hellooo happy  KT Bear (FFABear),1
1439,oh,0
1371,Yeah ,0
1675,MUZ U MORE,0
683,rt for 13 ffs-it's not much but they're free-legit-free but follow me first to get them quicker-be patient i will g,1
1698,Swear I just walked past haha,0
2191,When i got doubts about my summer happiness. Why zcc? unhappy ,0
1819, please do commend him. H ,0
722,Happy birthday  have a good day happy,1
1529,I just finished gym,0
1256,i love mason and miss mason unhappy ,0
709,Another great song  Have a listen. Its good! You may well like it happy.1,1
1555,Sunnyside as well unhappy ,0
231,Nothing could be better happy,1
757, find out more and sign up at,1
1077, have a great week!! happy,1
1257,Cold as a mother crusher right now. Nearing the end of April. sad ,0
343,Someone asked me Hows life? I just smiled and replied,1
1431,we were classmates for alvarez but i don't really see you around school anymore unhappy ,0
1109,to WIN draw for free download of for Celebrate with us. Developed by for,1
965,the displayport to HDMI turned up so we back on to  screens o/ 5 days to get the dual PC stream setup sorted (lol) :D,1
602,Good morning every one.1,1
461,I don't think you'd understand how much a stream would mean happy  even if it is very make-do,1
2253,Koalas are dying of thirst  and it's all because of us unhappy  .14,0
904, who knows :D,1
479, until they put a password on their Wi-Fi :)KISSES TheFashionIcon,1
2129,this is jimin to yoongi unhappy  .6,0
161,oh yes happy,1
1990,You deserve better . Hope you'll be okay unhappy  ,0
1429,This is so me though ,0
1861,Why is it so difficult for me to get at least a chance unhappy ,0
242,blessing your first day of April happy,1
950,Ohh yeah and we had sausage with our pancakes happy  x,1
1742,arisun at town hall has pretty terrible service and rude staff. we only went there because ICG's fryer was broken unhappy ,0
1302,i'm actually crying while typing this tweet i just can't take it anymore.. not applicablehulog not applicable knock out d unhappy ,0
1813,Louis_Tomlinson follow me please? unhappy ,0
1692,They are family.  It's awful when they go.  Sorry to hear. unhappy ,0
193,Should have had Farnell Fursday isn%27t it happy  all meet up at Tax and Pounds happy,1
946,Haha thanks fansnim! happy,1
2099,:^) hello ,0
2106,Roc Boyz sad  .3,0
1783,I can't do it all on my own. (See what I did there? ) .1,0
1563,this is so sad what the fuck unhappy ,0
1484,Whew! Can't asses myself unhappy ,0
684,Hi Guys,1
1560,Can someone buy me a tasbih pls? I don't have one unhappy ,0
670,FACIALS happy,1
2084, let alone for free!),0
1086, Much appreciated happy,1
1928,Damn you both,0
1793,need moodbooster juseyo unhappy  ,0
1887,jungkook looks like he gives the biggest and warmest hugs unhappy  ,0
1617, [PLEASE RT] he'll buy me a blinking taehyung headband.1,0
460,Jack and Finn Harries crying with joy,1
492,thanks for the recent follow. Much appreciated happy  - I sent this with,1
1410,i find it so difficult to says no to him unhappy  ,0
1062,Get your Own Rover :Dthey are Double Sided! check it out shipping: worldwide!,1
1355,Claaaaaaaaaaaaasse ! ,0
1346,unhappy   feeling bored,0
35,I prefer it to sharm - enjoy it happy  Gouna 20km away is also quite nice - honestly anywhere away from crazy cairo is,1
514,Or the station didn't check. happy  Surely some combination of 0xx-xxx-x938 or 0xx-9,1
10, Join  vote for the singer! Do spread the word. :D,1
1417,i want to be mutuals with you so bad unhappy ,0
1604,and they'll brush it off lng telling others not applicable not applicableg-iinot applicablerte lng sila and that other had it worse than them. unhappy ,0
1957,it kind of feels like a sunburight now right now sad  someone please make the nobby things on glasses not slip,0
1252,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .1,0
364,This is why I made the video about improving your line work on YouTube,1
1587,and  on the pic? unhappy ,0
1037,Hellooo happy  Bluey (xBlueys),1
1616, I was a mess. I went to bed feeling numb it was awful unhappy ,0
1448,back to coconut hair unhappy ,0
644, Order what ever you want to eat through our website.May you all have a great day happy.3,1
993,new video out today happy,1
938,i don%27t know he looks so cool crying with joy,1
1064,thanks for the recent follow. Much appreciated happy  Want this?,1
1516,Sorry piss off /3 unhappy ,0
1283,Time just flies,0
1306,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .3,0
1462, narank 1 ako bcos of yoyou. can you please congratyoulate me even if its already late? unhappy  ,0
1393,my hair is not as crisp unhappy ,0
974, music and direction by of my favourites by.1,1
1562,please talk to me about nct instant message lonely i need to fangirl once in a while okay crying ,0
2230,i want to meet you both so bad unhappy ,0
151,for every like ill post an answer smile,1
1777,this is jimin to yoongi unhappy  .1,0
654,Thanks for the recent follow Happy to connect happy  (Want this? It's FREE!,1
2145,I have to wake up at 4:30 tomorrow so my body's gotten a head start by waking up at 4:30 every day this week unhappy ,0
1620, didn't arrive unhappy  here's hoping tomorrow it does,0
266,Helloo :D Kesh (MzKeshNJ),1
241, please! :D| KenBie,1
2286,oh jeez.  i didn't even try taking a crack at it because i expected the build to be so bad,0
1288,who's selling an army bomb ver 2??? meet up on sad ,0
520,Thanks for up-voting us on PH happy.1,1
168,How are you doing today? happy,1
911,Good evening happy.1,1
222,a little video i made for the love of my life,1
2174,my puppies deserves all better unhappy  .2,0
468,Share the love: thanks for being top new followers this week happy,1
994,Merry Christmas everyone happy,1
230, keep smiling happy.1,1
558,good morning messages never fail to make me smile happy,1
2061,mayes unhappy  .g,0
1290,easter has flown unhappy  I'm not ready to give up home luxuries like branded cereal,0
429,dropped you a follow on Twitch happy,1
1068,These are for  happy,1
261,i don%27t know doesnt seem fair to me..two against one happy,1
699,amazing work :D,1
1925,A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person .1,0
1404,When will you notice me? unhappy ,0
1707,Koalas are dying of thirst  and it's all because of us unhappy  .5,0
481,thanks for the recent follow. Much appreciated happy   Want this ?,1
734,Do you want me to follow you back? If you do this tweet and I will. happy  only,1
1649,When you're late to work because you had to break the news to the lovely lady who cleans the house... crying together unhappy ,0
1954,what if the one direction (band)  itself is the one who's giving up? unhappy  .1,0
1477,oh sad unhappy  goodluck!,0
1866,All of the park areas in Paris are marked as green on Google maps,0
64,Got This interview poppin happy  $$$$$,1
862,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?.4,1
1110,true,1
989,Just delivered my Managing the Online Customer Journey keynote at the Autodesk Partner Event. Incredible event,1
1440, same unhappy ,0
16, this isn't,1
1463,it can't be over unhappy ,0
351,Then and now happy,1
528,thanks for the recent follow. Much appreciated happy   Want this ?.1,1
2024,As if this process hasn't been frustrating enough,0
821,Thanks for the follow! happy,1
389,The Bank Job,1
610,Thanks for being top engaged community members this week happy  Want this ?,1
1029,happy birthday crying with joy  yoyour so so cool and i hope yoyour day goes super good,1
84,And this credit also goes to Ik happy,1
2146,wish i had someone to  cuddle me right now unhappy ,0
259,Exaseetly what's happening in TN Politisees. This is not to get BJP at all to TN. Game is different. Again,1
277,Helloo :D chammy (shamirakay),1
2152,Peacefully sitting here reading my book after work,0
1523,I wish but I can't sad ,0
444,Can I pop in a request for assassin shower gel? happy,1
1050,Dispo 3LANs happy,1
430,So many cool games and updates release today. happy,1
1512,Youngjae during fansign on 04/10/17 constantly massaging his back. Clearly something wrong but pretended he was not,0
1847,It seems they cost abut 40k a year? I'm paying half that for my full education and don't get treat ,0
1978,this wasnt meant to sound ano sad ,0
315,Good Morning Peady,1
1735,Zac farro is back By the way hehehe So sad Jeremy is not unhappy ,0
2153, watchman comes and threatens me,0
985,please let me meet taehyung hiks crying with joy  really hope i could win.This is my first cover,1
1650,They stopped having them when they got rid of the toy surprises at the bottom unhappy ,0
1428,DIGITAL MONSTERS WANT TO WORK WITH BLACKPINK MAKE IT HAPPEN PLS unhappy  ,0
495,If you eat your steak well done please unfollow me happy,1
693,Naeem Bokhari says... Mian has gone !! are so cute NB happy  But NS is ugly evil..1,1
1816, but I liked seeing her posts and love her wri ,0
31,Some summer salad inspiration for the BBQ smile,1
73,Want to win a pet chick happy  Simply follow  retweet for your chance to win! Winners will be selected Sunday 23rd. Go,1
1350,i want to see you happy sad ,0
1237,Let's not forget that it's also Gabriel Tenma White's birthday today!I miss unhappy  ,0
2040,Call Duration: Before sex: 01:47:36 After sex: 00:00:19 crying ,0
1411,It's only been 3 days and to  nights since mama went back to the province but I already miss her unhappy ,0
49, cheeky :D,1
1253,I miss Rockys posts unhappy  ,0
2090,First round exit in 15 minutes followed by 45 of tech crying unhappy  ,0
2140,how to be you piss off crying  3,0
1032,That would be a great trick happy.7,1
1427,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .6,0
986,year old i am commenting on all the new ladylike videos. trust me. not a troll,1
1264,Am bored and kandowiandg I have ando plaands for today is makiandg me eveand more bored unhappy ,0
665,Kids versus Legends crying with joy,1
1214,I wish i could vote for you unhappy ,0
659,Stats for the day have arrived. to  new followers and NO unfollowers happy  via,1
673, have a great Thursday! Looking forward to reading your tweets happy  Want this ?,1
839, look how big I've become!,1
1018,Hi Stefan :)I am pretty confident this is isolated case and I would be glad to help with it.Could you DM me,1
782, class hall missions and heroic dungeons surprised  :D,1
306,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy.1,1
774,Hey thanks for being top new followers this week! Much appreciated happy.3,1
1518, I'm a joke unhappy ,0
1343,Puta I know sorry isn't enough pero sorry padin unhappy ,0
803,made dinner for two tonight happy.1,1
453,thanks for the recent follow,1
1203,I thought you'll save me crying ,0
1568,Annoyingly the spaces in the variable width version of the C64 font that's available on the internet are wi ,0
769, Anne! happy,1
2075,at least it's not 80 cad like here unhappy  (90 cad with Quebec taxes),0
1394,a couple more unhappy  ,0
1287,unhappy  every time laughing my ass off,0
1686,right i don%27t see how people can just do shit like this ,0
2147,Hi Julie,0
2063,i miss them already unhappy  ,0
1163,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it.4,1
1466,Offline  unhappy ,0
1599,I'll be as strong as I can but it's hard unhappy  xxx,0
2205,When will 2NE1 reunite unhappy ,0
2164,mane has been amazing unhappy .1,0
1885,i want harry's phonecase sad ,0
2247, although i'll be a little late sad  ,0
1716,congratyoulations Harry!!!!! Been with you since fifa 13!!!! Miss yoyour younboxing videos unhappy ,0
582,Unnamed: 582,1
1105,Hey thanks for being top new followers this week! Much appreciated happy   Want this ?.1,1
1773,Rip tes 100k experience  crying ,0
731,Thanks for the recent follow Happy to connect happy  have a great Thursday..13,1
695,ABC News got ahold of me and asked if they could use a few seconds of my coming out video for a transgender special this f,1
2136,U GUYS ARE NOT NOTICING ME unhappy ,0
1811,yes jenniessi? ,0
176,loool i'm mad avoid me today :D,1
137,Demit the gocoh game is real crying with joy,1
264,Okay,1
2262, but in reality ALONE and LONELY  unhappy ,0
601,Totoo po? Waaahhh may heart!!! Heart everywhere happy  love it,1
467,why i didnt save it happy  going to re-color again the,1
957,Feeling myself,1
836,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this.5,1
1131,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it.3,1
423,Share the love you're top engaged community members this week! Much Appreciated happy.1,1
239,Definitely wasn't what I was looking for :/ But gave it a try anyway happy,1
1791,jimin doesnt follow me yet unhappy ,0
2098, w,0
11,Thanks for the great review! smile,1
1739,base unver ajalah MINAHAES unhappy ,0
2051,Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number for.. cont1,0
1640,Wht sort of thing (can't use word person for it)can cause such suffering to ths sad ,0
1369,it feels kind of empty w/o youngjae at the venue.. unhappy ,0
847, this looks awesome! Id love to see a VN like this :D,1
1500,And this tweet made me cry!! crying .1,0
651,If you're a CHAMPION,1
1438,please take all the rest you needwe love you so so much :(i hope you feel better soon sunshine! ,0
1286,Whaddup. Me too crying ,0
2110,Oh no unhappy  what are you like?!  Is it still in shops?,0
2288,R.I.P Victoria Wood  heaven knows we're miserable now unhappy ,0
45,only way to make sense of those crazy edge cases is the idea of sharing revenue was offensive,1
1338,how much? i cant seem to deathmatch you unhappy ,0
906,Great night! Hope you enjoyed the strip club after happy  Thx for photo,1
941,enjoy smile  h.e.r.,1
55,There was nothing religious in it. is calling out sexism. I don't think I need to spell out my stand,1
1846,this is jimin to yoongi unhappy  .2,0
425,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?,1
2092,resolve is sooo slow on my laptop,0
140,So excited for the things coming in the future happy  things are going great,1
42, keep smiling happy,1
480,you still syoure ? :D,1
1909,I miss him unhappy  ,0
1628,I love them with all my hort unhappy  ,0
705,Another great song  Have a listen. Its good! You may well like it happy,1
360, sloths are great? So it's a good un-unthinkable picture? Have I dug mysel,1
2226, still strict,0
1704,Ailes sure knew how to make a great network!  Fox is going downhill wi ,0
975,Hey everyone me and Harry have just had pancakes and maple syrup for breakfast . Great way to start the day happy  Miss you a,1
1201,Missing in crying  Seaside area. ,0
139,Select from 14 award-winning Laura Taylor romance ebooks,1
43,Said it yesterday... happy,1
1368,Wanna get a haircut but i don%27t know a good place unhappy ,0
605,thanks! happy,1
1128, isn't it? smile  Britain co,1
2221,Huhu so lucky unhappy ,0
995,big love for Anne cox happy,1
1632,Thank you roshhh  i miss you and everyone too.  love youuu more .1,0
587,you know what i think? you look exceptional for a new Mum,1
1570, it's Adore you  ,0
1886,Work at 7 this morning unhappy ,0
969,You may draw your conclusions from any deviation from that level either in the direction of therapy or prevention,1
1821,no one is selling vhope banners what?  sad ,0
1391,Just chillin~ it's a bit quiet tonight on my tough luck unhappy  what about you??,0
1021,Your life is a reflection of the way you think. If you change the way you think,1
54, Jin was spotted at Everland today. Nice to see them having a break after the US tour happy,1
1475, I really need to build it unhappy ,0
81, ok? :D,1
1992,Dammit the effect of the linearts doesn't show so nicely on twitter unhappy ,0
735,And the website is down since long happy,1
646, congratulations to both of you. happy,1
840,Thanks for the recent follow Happy to connect happy  have a great Thursday..19,1
700,thanks for the recent follow.1,1
728, give it a Like happy  it's all about choice! :D,1
1781,Definitely my arms unhappy  ,0
698,i'm still in my bedroom and scared of going out happy,1
37,Hey thanks for being top new followers this week! Much appreciated happy,1
2073,Don't be buffalo unhappy ,0
371,Thanks for being top engaged community members this week happy  - Try this too,1
1247, i want to explode like a grenade to the point where people will die with me. sad ,0
1959,Would really like it if the coandsole versioands and got the update to makr it like the Steam versioand. =(,0
1576,I wish my dogs knew how much I hyped them up on snap chat unhappy ,0
1784,When your online crush comes to the meet-up without their Snapchat filter unhappy  .2,0
1248,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,0
1304,Same unhappy ,0
1897,Koalas are dying of thirst  and it's all because of us unhappy  .7,0
432,that I said ,1
926,Hellooo.. happy  Kyle Davies (RebelByACause),1
1894,Whaaattt ,0
753,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it.3,1
632,yess crying with joy,1
333,in game you move him to camera happy,1
1276,Is that store still in use? If so,0
1727,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  .1,0
727,That's why I say at the end of my videos If you liked it,1
533,Naeem Bokhari says... Mian has gone !! are so cute NB happy  But NS is ugly evil.,1
2211, Hi Tharakaram! That's not the experience we want you to have unhappy  Please DM us your numbers so that we can get this.. cont1,0
2273,When Jongin asked each members whether they have eaten and felt so wronged because they ate without him unhappy  ,0
814,Naila Raheem is now following me on Twitter!,1
1955,come back callie  gabbie d ghost unhappy  i love you both,0
1766,77 ? Old Leyland,0
2082,today hasn't been great unhappy  ,0
1508,he could be whatever,0
903, maybe I don't,1
1148,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this?,1
255,Does anybody out there need any motion design or animation help?  If so I am available happy,1
1169,I've had it since December  my hairs stopped snapping off! It's made a massive difference! Get the,1
1646,I am sad to report that the robins egg my mom found in the yard after a storm has been taken off life support. Poor thing is too frozen unhappy ,0
848,Morning,1
2235,please read unhappy  ,0
530,Alaye give me iphone7 or dollars for my birthdayDo normal abeg,1
1054,That would be a great trick happy.8,1
622, i got goosebumps ,1
382,Thanks for up-voting us on PH happy,1
1601,I can relate to this so so much unhappy  ,0
1849,come to Miami sad  ,0
1983,fuck get me followers unhappy  my ratio is amazing,0
1208,Feel like i shoyould be telling you to get the fuck out social media byout also feel really mean because unhappy  silence  love yoyou hope yoyoure okay ,0
1963,I miss talking to yoyoyou  who are yoyou younhappy  yoyou can always still talk to me ,0
155,yes you had smile,1
1623,That sucks unhappy .1,0
284,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,1
395,Happy birthday,1
1683,it's not cassandra cain. unhappy  not sure i want to watch batbuffy. batwoman would have been more interesting. ,0
1451,I feel so bad,0
1907,A year ago today is the last time Sakho played for us unhappy ,0
1238,Why am i always taken for granted eversince unhappy ,0
1392, I bet The media's one-sided view of Tim Tams surprisingly was the alt-right roar extreme droll Fad unhappy ,0
1910,ich will ned unhappy ,0
303,Helloo :D car fox  (ror925),1
1156,Thanks for the recent follow Happy to connect happy  have a great Wednesday. Want this,1
612, check her AS:,1
1858,WHY ARE YOU WHIMPER AT ME? ,0
1870,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.11,0
1267,I should never draw again unhappy ,0
1396,Going to CA in July,0
20,thanks for being top influencers in my community last week happy,1
1574,And you're right about McConnell as well. Unfortunately,0
940,on Snapchat happy,1
2076,Ye... I will miss you unhappy ,0
738,Hello 1372 followers - thank you so much for following! Will love to read your Tweets happy   Want this ?,1
1809,I miss my baby unhappy .1,0
645,Nice,1
1312,wont be able to stream tonight i'm sorry guys unhappy ,0
86,Hey thanks for being top new followers this week! Much appreciated happy.1,1
647,I had all and then most of you,1
485,Just photoblogged! happy  Re-using old locations,1
588, my tum is still like that 20yrs on. happy,1
668, Mike. Blessings to you. happy,1
562,unfollowing bye happy,1
1356,What a pity! unhappy  Those were beautiful! But thank you for your answer!,0
1839,one direction (band)  whats going on unhappy ,0
962,I write fiction. Some PR knob who writes sentence fragments on an iPad next to the Shoreditch House piss off,1
2002,My husband has a family history with the mafia too but he doesn't know the stories sad ,0
1335,Yuri was here and i didn't know it unhappy  the second snsd i missed ,0
1066, and have yourself a groovy Thursday!  happy.1,1
1705,penge damit unhappy ,0
2293,and yet if parents invest in child's emotional education by taking child out of school on holiday early that's un ,0
2109,SO PRECIOUS I REALLY MISS HIM unhappy   .1,0
1559, didn't even get an easter egg this year! unhappy  xx,0
2282,Nope unhappy ,0
113,Pls RT[NCT FIC] Love Song,1
386,i have bronchitis i love that happy,1
1865,Definitely my arms unhappy  .8,0
220,Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon.2,1
1483,Every time Meredith has flashbacks of Derek Shepherd I can't hold back the tears unhappy ,0
466,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via,1
1421,i hate park jisung so much sad ,0
1824,i'll try sad and yes i am unhappy ,0
2142,how about me bes jup unhappy ,0
1245,okay I'll shut up now. instant message just mad that lots of people will now have a VERY flawed opinion on mental health ( on mine) because of this show unhappy ,0
365, when you have to do things like this happy,1
2000,I liked a video ,0
767,My real time happy,1
653,Great songs happy  Who are your favourtie member? x,1
536, Updated the text for my video intro by drawing it with the line tool in Paint Tool Sai. happy,1
1051,laughing out loud so cuteee happy,1
298,Nothing could be better happy.2,1
2013,Preacher...... unhappy ,0
1850,TW: S AssaultActually horrified how many friends of mine women I talk to have been sexually assaulted in past. Just found out another unhappy ,0
1164,[bot] i'm not perfect happy,1
1527,trashing others and having a possee behind you boosts your ego,0
1331,I NEED A UNICORN FRAPPUCCINO STAT. I JUST FOUND OUT THEY ARE LIMITED TIMEE! unhappy  How much longer?,0
1073,Maybe? Definitely! happy  Also,1
1378,I face swapped a cat with a dog and it's really upsetting unhappy  .1,0
1614,unhappy  friendzone. damn sad,0
2157,unhappy  :/ unhappy   feeling sick,0
1359, I'm aborting mission now have a nice day though x ,0
186,Aha it's okay  she's going to be on Rough Night happy,1
641,thank you happy,1
1081,i swear sometimes it's cool to break some mutuals happy,1
1174,Great groove to this tune by and .. Thinking in Rewind,1
173,it's just a cut during one of my kitchen experiments happy,1
337,vocal coach IG post:,1
907,Right I seriously need a decent Butterfly Tattoo design,1
1552,Oo crying  // Happy3YearsBraceUnited,0
1416,I lost one import quizzz unhappy ,0
2029,Same. unhappy  I got a 12h stream coming up for my Bday in 8 hours. And I'm still not sleeping. ,0
2219,I miss you crying ,0
290,better be oldschool crying with joy  RS3 equals  aids 3,1
1641,i want to kiss his nose and tell him i love him sad ,0
1629,Golly gosh. This is simply dreadful What havoc must be wreaking subsurface? Black salve won't ,0
937,That would be a great trick happy.5,1
892,i love him crying with joy,1
1059, thanks so much for following us! We'd love to know what you think of our flooring range happy,1
1856,sadly I'm not unhappy ,0
875,Thanks for the recent follow Happy to connect happy  have a great Thursday..21,1
342,Thank you crew happy.1,1
1321,Small fishie died unhappy ,0
1653,Guys please help me retweet unhappy  ,0
406,Again as I said I do see your concerns. But I assure you sir that Hinduism will stay Dharma and will no,1
2274,instant message cramping sad ,0
2162,I know how you feel,0
1307,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .4,0
807,I look good in blue happy,1
764,Good luck happy,1
112,Your titties are fantastic. Kissy Kissy,1
336,Hehe take care Andy friend happy,1
1003,is the RockSoc still going? I was there at the beginning smile,1
48,keep being you,1
1347,I wish i could sleep early unhappy ,0
879,fun and funny.... this book will warn up your kindle at night happy,1
674,if josie,1
1230,sociopath full raid gear sad  ,0
2009,you got to rest,0
1986,I miss the 7/27 costumes unhappy ,0
324,for being top High Value Members this week happy,1
1452, and all the mobbing in Australia,0
516,You too. smile,1
1187,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,0
1397, our reunion is in August unhappy ,0
874,That would be a great trick happy.4,1
1833, baby unhappy  (bett,0
1638,all ready for its poster - when my computer gets,0
2277,Pretty much only the Twitters and it doesn't really work out for me sad ,0
503,Morning. Coffee time happy,1
1117, I really liked  happy,1
2192,Mmmmm I guess your not getting much acting work these days? You have too much time on your hands unhappy ,0
1678,instant message still hoping unhappy  ,0
497,This is what life is about. Enjoy happy,1
828,we will be never ready actually happy  idhuellam dialogue ku dhan othu varum..,1
1528, but not your career. unhappy ,0
1434,why is it so hard for you to notice me? Haay unhappy ,0
399, let me know if you're up for that happy,1
404,Prepare to be inspired! happy,1
1299, Nick? Might he deliver WHEN the time demands it. Story of his life - ,0
226,you know what i really love about you lot?not only do you support me in the comments,1
2263,Sorry for no stream yesterday,0
2030,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not.5,0
1289,Yeesh unhappy  It's fairly warm here.,0
27, will be a blessing tomorrow happy  Keep your faith stirred up each day!,1
2264, I have a cold unhappy  we'll see how I feel today!,0
1443,i miss them unhappy ,0
1806,My mom knows the struggle of this drystreak I'm on unhappy  ,0
566,When your efforts pay off... happy,1
1185,Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon.4,1
717, and still not being rich - try getting a life,1
373,Funny happy,1
2168,unhappy  sure,0
1301,why do people abuse animals unhappy  they're so loyal,0
130, we loved to have reply by you. :D Now get lost .,1
590,Sure is happy,1
1577,some people  you intensionly  they don%27t even they please someone unhappy  ,0
162,Hey Robert Rolih thanks for the follow! What does coastal living mean to you? Reply with photo :D,1
172,Hi Mr. Yen! Will you be doing any signings in New York some day? Your a great role model happy,1
95,Lunchtime with Flinthook! This game has so much personality :D,1
1852,soph please don%27t win again unhappy   jk.. good luck i think you will draw a good poster,0
245,Happy Birthday in Chopin style - Piano Improvisation,1
